,seconds of week [s],SV,pr [m],sat x ECEF [m],sat y ECEF [m],sat z ECEF [m]
417,69,4,40078033.86674207,2000000.0,-40000000.0,-1500000.0
418,69,5,22392853.010660503,-1200000.0,-10000000.0,20000000.0
419,69,6,25722357.18246568,800000.0,-25000000.0,6000000.0
420,70,1,30103943.807501722,15000000.0,-25000000.0,-7500000.0
421,70,2,25318031.16704935,-20000000.0,4000000.0,15000000.0
422,70,3,17029347.484506045,8000000.0,15000000.0,-1000000.0
423,70,4,40078045.40213137,2000000.0,-40000000.0,-1500000.0
424,70,5,22392865.617847405,-1200000.0,-10000000.0,20000000.0
425,70,6,25722358.393955648,800000.0,-25000000.0,6000000.0
426,71,1,30103953.628794227,15000000.0,-25000000.0,-7500000.0
427,71,2,25318034.47103321,-20000000.0,4000000.0,15000000.0
428,71,3,17029349.79660105,8000000.0,15000000.0,-1000000.0
429,71,4,40078051.980445355,2000000.0,-40000000.0,-1500000.0
430,71,5,22392859.287246592,-1200000.0,-10000000.0,20000000.0
431,71,6,25722358.830663614,800000.0,-25000000.0,6000000.0
432,72,1,30103963.46381834,15000000.0,-25000000.0,-7500000.0
433,72,2,25318038.902830683,-20000000.0,4000000.0,15000000.0
434,72,3,17029358.22937666,8000000.0,15000000.0,-1000000.0
435,72,4,40078050.42182339,2000000.0,-40000000.0,-1500000.0
436,72,5,22392862.01358532,-1200000.0,-10000000.0,20000000.0
437,72,6,25722365.80243202,800000.0,-25000000.0,6000000.0
438,73,1,30103947.076789383,15000000.0,-25000000.0,-7500000.0
439,73,2,25318040.977208883,-20000000.0,4000000.0,15000000.0
440,73,3,17029356.963527206,8000000.0,15000000.0,-1000000.0
441,73,4,40078038.95437521,2000000.0,-40000000.0,-1500000.0
442,73,5,22392862.19558199,-1200000.0,-10000000.0,20000000.0
443,73,6,25722361.232919965,800000.0,-25000000.0,6000000.0
444,74,1,30103945.340184133,15000000.0,-25000000.0,-7500000.0
445,74,2,25318041.42812255,-20000000.0,4000000.0,15000000.0
446,74,3,17029348.375869427,8000000.0,15000000.0,-1000000.0
447,74,4,40078041.762624726,2000000.0,-40000000.0,-1500000.0
448,74,5,22392869.80369752,-1200000.0,-10000000.0,20000000.0
449,74,6,25722350.059364628,800000.0,-25000000.0,6000000.0
450,75,1,30103952.521237552,15000000.0,-25000000.0,-7500000.0
451,75,2,25318039.768005688,-20000000.0,4000000.0,15000000.0
452,75,3,17029353.139343187,8000000.0,15000000.0,-1000000.0
453,75,4,40078044.897288665,2000000.0,-40000000.0,-1500000.0
454,75,5,22392882.412455723,-1200000.0,-10000000.0,20000000.0
455,75,6,25722363.04203663,800000.0,-25000000.0,6000000.0
456,76,1,30103944.321767163,15000000.0,-25000000.0,-7500000.0
457,76,2,25318026.678975973,-20000000.0,4000000.0,15000000.0
458,76,3,17029356.6217583,8000000.0,15000000.0,-1000000.0
459,76,4,40078049.71458239,2000000.0,-40000000.0,-1500000.0
460,76,5,22392853.109681327,-1200000.0,-10000000.0,20000000.0
461,76,6,25722377.086965285,800000.0,-25000000.0,6000000.0
462,77,1,30103949.399534483,15000000.0,-25000000.0,-7500000.0
463,77,2,25318025.35845426,-20000000.0,4000000.0,15000000.0
464,77,3,17029337.805857606,8000000.0,15000000.0,-1000000.0
465,77,4,40078043.828151874,2000000.0,-40000000.0,-1500000.0
466,77,5,22392851.14585343,-1200000.0,-10000000.0,20000000.0
467,77,6,25722350.395421036,800000.0,-25000000.0,6000000.0
468,78,1,30103944.12420488,15000000.0,-25000000.0,-7500000.0
469,78,2,25318055.31698682,-20000000.0,4000000.0,15000000.0
470,78,3,17029346.085047323,8000000.0,15000000.0,-1000000.0
471,78,4,40078032.163065515,2000000.0,-40000000.0,-1500000.0
472,78,5,22392870.262661487,-1200000.0,-10000000.0,20000000.0
473,78,6,25722351.55545612,800000.0,-25000000.0,6000000.0
474,79,1,30103955.04310301,15000000.0,-25000000.0,-7500000.0
475,79,2,25318053.92806435,-20000000.0,4000000.0,15000000.0
476,79,3,17029349.666317146,8000000.0,15000000.0,-1000000.0
477,79,4,40078038.149972804,2000000.0,-40000000.0,-1500000.0
478,79,5,22392857.410391513,-1200000.0,-10000000.0,20000000.0
479,79,6,25722375.55955275,800000.0,-25000000.0,6000000.0
480,80,1,30103941.323627364,15000000.0,-25000000.0,-7500000.0
481,80,2,25318039.288400676,-20000000.0,4000000.0,15000000.0
482,80,3,17029355.009124927,8000000.0,15000000.0,-1000000.0
483,80,4,40078036.8864995,2000000.0,-40000000.0,-1500000.0
484,80,5,22392858.89176034,-1200000.0,-10000000.0,20000000.0
485,80,6,25722343.449076116,800000.0,-25000000.0,6000000.0
486,81,1,30103935.88556592,15000000.0,-25000000.0,-7500000.0
487,81,2,25318056.769186012,-20000000.0,4000000.0,15000000.0
488,81,3,17029345.50135158,8000000.0,15000000.0,-1000000.0
489,81,4,40078044.496315725,2000000.0,-40000000.0,-1500000.0
490,81,5,22392861.405253004,-1200000.0,-10000000.0,20000000.0
491,81,6,25722360.329701543,800000.0,-25000000.0,6000000.0
492,82,1,30103947.13844753,15000000.0,-25000000.0,-7500000.0
493,82,2,25318030.708477262,-20000000.0,4000000.0,15000000.0
494,82,3,17029339.08605135,8000000.0,15000000.0,-1000000.0
495,82,4,40078043.69987741,2000000.0,-40000000.0,-1500000.0
496,82,5,22392863.5179602,-1200000.0,-10000000.0,20000000.0
497,82,6,25722356.824422646,800000.0,-25000000.0,6000000.0
498,83,1,30103934.602486603,15000000.0,-25000000.0,-7500000.0
499,83,2,25318045.81885998,-20000000.0,4000000.0,15000000.0
500,83,3,17029356.509278655,8000000.0,15000000.0,-1000000.0
501,83,4,40078048.21920159,2000000.0,-40000000.0,-1500000.0
502,83,5,22392869.652863067,-1200000.0,-10000000.0,20000000.0
503,83,6,25722364.625026613,800000.0,-25000000.0,6000000.0
504,84,1,30103949.98596807,15000000.0,-25000000.0,-7500000.0
505,84,2,25318031.874569144,-20000000.0,4000000.0,15000000.0
506,84,3,17029340.809913527,8000000.0,15000000.0,-1000000.0
507,84,4,40078045.17224549,2000000.0,-40000000.0,-1500000.0
508,84,5,22392856.805462983,-1200000.0,-10000000.0,20000000.0
509,84,6,25722368.07394276,800000.0,-25000000.0,6000000.0
510,85,1,30103949.006947085,15000000.0,-25000000.0,-7500000.0
511,85,2,25318055.102977145,-20000000.0,4000000.0,15000000.0
512,85,3,17029343.09111392,8000000.0,15000000.0,-1000000.0
513,85,4,40078052.6585722,2000000.0,-40000000.0,-1500000.0
514,85,5,22392864.6441167,-1200000.0,-10000000.0,20000000.0
515,85,6,25722374.61849871,800000.0,-25000000.0,6000000.0
516,86,1,30103949.84895682,15000000.0,-25000000.0,-7500000.0
517,86,2,25318044.449740943,-20000000.0,4000000.0,15000000.0
518,86,3,17029350.735020317,8000000.0,15000000.0,-1000000.0
519,86,4,40078043.96842528,2000000.0,-40000000.0,-1500000.0
520,86,5,22392849.7851598,-1200000.0,-10000000.0,20000000.0
521,86,6,25722353.59483439,800000.0,-25000000.0,6000000.0
522,87,1,30103930.699332573,15000000.0,-25000000.0,-7500000.0
523,87,2,25318048.442108154,-20000000.0,4000000.0,15000000.0
524,87,3,17029339.3991952,8000000.0,15000000.0,-1000000.0
525,87,4,40078052.37324896,2000000.0,-40000000.0,-1500000.0
526,87,5,22392850.613163035,-1200000.0,-10000000.0,20000000.0
527,87,6,25722362.883722454,800000.0,-25000000.0,6000000.0
528,88,1,30103935.673533466,15000000.0,-25000000.0,-7500000.0
529,88,2,25318046.685660746,-20000000.0,4000000.0,15000000.0
530,88,3,17029327.082224645,8000000.0,15000000.0,-1000000.0
531,88,4,40078047.55473572,2000000.0,-40000000.0,-1500000.0
532,88,5,22392851.631380625,-1200000.0,-10000000.0,20000000.0
533,88,6,25722357.537868354,800000.0,-25000000.0,6000000.0
534,89,1,30103936.62121576,15000000.0,-25000000.0,-7500000.0
535,89,2,25318042.076358806,-20000000.0,4000000.0,15000000.0
536,89,3,17029352.684524037,8000000.0,15000000.0,-1000000.0
537,89,4,40078039.94583943,2000000.0,-40000000.0,-1500000.0
538,89,5,22392854.521109,-1200000.0,-10000000.0,20000000.0
539,89,6,25722375.10136969,800000.0,-25000000.0,6000000.0
540,90,1,30103928.53878132,15000000.0,-25000000.0,-7500000.0
541,90,2,25318039.350033037,-20000000.0,4000000.0,15000000.0
542,90,3,17029336.656838346,8000000.0,15000000.0,-1000000.0
543,90,4,40078052.51530576,2000000.0,-40000000.0,-1500000.0
544,90,5,22392863.44137508,-1200000.0,-10000000.0,20000000.0
545,90,6,25722359.510023907,800000.0,-25000000.0,6000000.0
546,91,1,30103937.970786646,15000000.0,-25000000.0,-7500000.0
547,91,2,25318038.009682897,-20000000.0,4000000.0,15000000.0
548,91,3,17029346.80831623,8000000.0,15000000.0,-1000000.0
549,91,4,40078036.34433099,2000000.0,-40000000.0,-1500000.0
550,91,5,22392863.69637791,-1200000.0,-10000000.0,20000000.0
551,91,6,25722361.436779395,800000.0,-25000000.0,6000000.0
552,92,1,30103937.161212053,15000000.0,-25000000.0,-7500000.0
553,92,2,25318062.2432501,-20000000.0,4000000.0,15000000.0
554,92,3,17029342.88415253,8000000.0,15000000.0,-1000000.0
555,92,4,40078035.78414386,2000000.0,-40000000.0,-1500000.0
556,92,5,22392856.737073846,-1200000.0,-10000000.0,20000000.0
557,92,6,25722360.626547333,800000.0,-25000000.0,6000000.0
558,93,1,30103936.389658064,15000000.0,-25000000.0,-7500000.0
559,93,2,25318032.376304377,-20000000.0,4000000.0,15000000.0
560,93,3,17029348.70440819,8000000.0,15000000.0,-1000000.0
561,93,4,40078027.098239005,2000000.0,-40000000.0,-1500000.0
562,93,5,22392852.867786802,-1200000.0,-10000000.0,20000000.0
563,93,6,25722371.160125934,800000.0,-25000000.0,6000000.0
564,94,1,30103935.009361852,15000000.0,-25000000.0,-7500000.0
565,94,2,25318053.539679095,-20000000.0,4000000.0,15000000.0
566,94,3,17029337.851147626,8000000.0,15000000.0,-1000000.0
567,94,4,40078055.59707041,2000000.0,-40000000.0,-1500000.0
568,94,5,22392864.77889163,-1200000.0,-10000000.0,20000000.0
569,94,6,25722366.27751412,800000.0,-25000000.0,6000000.0
570,95,1,30103932.597271603,15000000.0,-25000000.0,-7500000.0
571,95,2,25318039.577540692,-20000000.0,4000000.0,15000000.0
572,95,3,17029349.424956117,8000000.0,15000000.0,-1000000.0
573,95,4,40078054.0878139,2000000.0,-40000000.0,-1500000.0
574,95,5,22392872.06277185,-1200000.0,-10000000.0,20000000.0
575,95,6,25722352.13138012,800000.0,-25000000.0,6000000.0
576,96,1,30103938.4149058,15000000.0,-25000000.0,-7500000.0
577,96,2,25318058.26291833,-20000000.0,4000000.0,15000000.0
578,96,3,17029342.70102961,8000000.0,15000000.0,-1000000.0
579,96,4,40078051.34217236,2000000.0,-40000000.0,-1500000.0
580,96,5,22392854.033286884,-1200000.0,-10000000.0,20000000.0
581,96,6,25722351.295651585,800000.0,-25000000.0,6000000.0
582,97,1,30103934.80780753,15000000.0,-25000000.0,-7500000.0
583,97,2,25318057.613361504,-20000000.0,4000000.0,15000000.0
584,97,3,17029351.255514998,8000000.0,15000000.0,-1000000.0
585,97,4,40078043.26187975,2000000.0,-40000000.0,-1500000.0
586,97,5,22392873.339204233,-1200000.0,-10000000.0,20000000.0
587,97,6,25722373.003863428,800000.0,-25000000.0,6000000.0
588,98,1,30103941.74513058,15000000.0,-25000000.0,-7500000.0
589,98,2,25318054.676331624,-20000000.0,4000000.0,15000000.0
590,98,3,17029337.471392084,8000000.0,15000000.0,-1000000.0
591,98,4,40078042.99313858,2000000.0,-40000000.0,-1500000.0
592,98,5,22392872.03149308,-1200000.0,-10000000.0,20000000.0
593,98,6,25722364.467037108,800000.0,-25000000.0,6000000.0
594,99,1,30103944.891272638,15000000.0,-25000000.0,-7500000.0
595,99,2,25318065.90271333,-20000000.0,4000000.0,15000000.0
596,99,3,17029337.94053128,8000000.0,15000000.0,-1000000.0
597,99,4,40078043.90930039,2000000.0,-40000000.0,-1500000.0
598,99,5,22392855.339922633,-1200000.0,-10000000.0,20000000.0
599,99,6,25722365.331818037,800000.0,-25000000.0,6000000.0
600,100,1,30103933.092696726,15000000.0,-25000000.0,-7500000.0
601,100,2,25318068.298618212,-20000000.0,4000000.0,15000000.0
602,100,3,17029338.420292407,8000000.0,15000000.0,-1000000.0
603,100,4,40078035.77199131,2000000.0,-40000000.0,-1500000.0
604,100,5,22392859.84903181,-1200000.0,-10000000.0,20000000.0
605,100,6,25722351.828206375,800000.0,-25000000.0,6000000.0
606,101,1,30103948.61324924,15000000.0,-25000000.0,-7500000.0
607,101,2,25318062.113750905,-20000000.0,4000000.0,15000000.0
608,101,3,17029340.67346222,8000000.0,15000000.0,-1000000.0
609,101,4,40078049.99281108,2000000.0,-40000000.0,-1500000.0
610,101,5,22392848.08953886,-1200000.0,-10000000.0,20000000.0
611,101,6,25722362.00491332,800000.0,-25000000.0,6000000.0
612,102,1,30103928.240980536,15000000.0,-25000000.0,-7500000.0
613,102,2,25318062.947231036,-20000000.0,4000000.0,15000000.0
614,102,3,17029337.633007906,8000000.0,15000000.0,-1000000.0
615,102,4,40078062.762548104,2000000.0,-40000000.0,-1500000.0
616,102,5,22392860.258582845,-1200000.0,-10000000.0,20000000.0
617,102,6,25722374.355779484,800000.0,-25000000.0,6000000.0
618,103,1,30103944.570632875,15000000.0,-25000000.0,-7500000.0
619,103,2,25318058.377887286,-20000000.0,4000000.0,15000000.0
620,103,3,17029348.27579757,8000000.0,15000000.0,-1000000.0
621,103,4,40078058.34479735,2000000.0,-40000000.0,-1500000.0
622,103,5,22392870.091877982,-1200000.0,-10000000.0,20000000.0
623,103,6,25722359.1996891,800000.0,-25000000.0,6000000.0
624,104,1,30103940.233212497,15000000.0,-25000000.0,-7500000.0
625,104,2,25318052.41617742,-20000000.0,4000000.0,15000000.0
626,104,3,17029336.341593053,8000000.0,15000000.0,-1000000.0
627,104,4,40078055.40782044,2000000.0,-40000000.0,-1500000.0
628,104,5,22392863.973071795,-1200000.0,-10000000.0,20000000.0
629,104,6,25722365.904875208,800000.0,-25000000.0,6000000.0
630,105,1,30103942.858148567,15000000.0,-25000000.0,-7500000.0
631,105,2,25318074.077688288,-20000000.0,4000000.0,15000000.0
632,105,3,17029346.015883595,8000000.0,15000000.0,-1000000.0
633,105,4,40078046.9274956,2000000.0,-40000000.0,-1500000.0
634,105,5,22392860.045804817,-1200000.0,-10000000.0,20000000.0
635,105,6,25722378.892940853,800000.0,-25000000.0,6000000.0
636,106,1,30103937.920267887,15000000.0,-25000000.0,-7500000.0
637,106,2,25318045.943283614,-20000000.0,4000000.0,15000000.0
638,106,3,17029327.497500487,8000000.0,15000000.0,-1000000.0
639,106,4,40078048.15650233,2000000.0,-40000000.0,-1500000.0
640,106,5,22392865.41994692,-1200000.0,-10000000.0,20000000.0
641,106,6,25722371.438039213,800000.0,-25000000.0,6000000.0
642,107,1,30103943.391686108,15000000.0,-25000000.0,-7500000.0
643,107,2,25318048.062861163,-20000000.0,4000000.0,15000000.0
644,107,3,17029333.77344518,8000000.0,15000000.0,-1000000.0
645,107,4,40078044.51329822,2000000.0,-40000000.0,-1500000.0
646,107,5,22392863.94445557,-1200000.0,-10000000.0,20000000.0
647,107,6,25722375.482841525,800000.0,-25000000.0,6000000.0
648,108,1,30103950.142177515,15000000.0,-25000000.0,-7500000.0
649,108,2,25318060.744223535,-20000000.0,4000000.0,15000000.0
650,108,3,17029340.364087727,8000000.0,15000000.0,-1000000.0
651,108,4,40078053.14979559,2000000.0,-40000000.0,-1500000.0
652,108,5,22392869.855424445,-1200000.0,-10000000.0,20000000.0
653,108,6,25722354.6512405,800000.0,-25000000.0,6000000.0
654,109,1,30103952.78504798,15000000.0,-25000000.0,-7500000.0
655,109,2,25318046.970544983,-20000000.0,4000000.0,15000000.0
656,109,3,17029321.74370017,8000000.0,15000000.0,-1000000.0
657,109,4,40078058.02286377,2000000.0,-40000000.0,-1500000.0
658,109,5,22392867.25970388,-1200000.0,-10000000.0,20000000.0
659,109,6,25722377.36342001,800000.0,-25000000.0,6000000.0
660,110,1,30103935.846289586,15000000.0,-25000000.0,-7500000.0
661,110,2,25318041.252220217,-20000000.0,4000000.0,15000000.0
662,110,3,17029328.505642243,8000000.0,15000000.0,-1000000.0
663,110,4,40078057.586253546,2000000.0,-40000000.0,-1500000.0
664,110,5,22392854.97049819,-1200000.0,-10000000.0,20000000.0
665,110,6,25722363.036510434,800000.0,-25000000.0,6000000.0
666,111,1,30103932.08211984,15000000.0,-25000000.0,-7500000.0
667,111,2,25318044.689035248,-20000000.0,4000000.0,15000000.0
668,111,3,17029329.420258567,8000000.0,15000000.0,-1000000.0
669,111,4,40078081.37491362,2000000.0,-40000000.0,-1500000.0
670,111,5,22392869.375661995,-1200000.0,-10000000.0,20000000.0
671,111,6,25722363.529580444,800000.0,-25000000.0,6000000.0
672,112,1,30103951.87864059,15000000.0,-25000000.0,-7500000.0
673,112,2,25318058.40720042,-20000000.0,4000000.0,15000000.0
674,112,3,17029317.935527645,8000000.0,15000000.0,-1000000.0
675,112,4,40078044.36789062,2000000.0,-40000000.0,-1500000.0
676,112,5,22392877.61235799,-1200000.0,-10000000.0,20000000.0
677,112,6,25722361.50114956,800000.0,-25000000.0,6000000.0
678,113,1,30103961.489458423,15000000.0,-25000000.0,-7500000.0
679,113,2,25318048.395987436,-20000000.0,4000000.0,15000000.0
680,113,3,17029336.229506675,8000000.0,15000000.0,-1000000.0
681,113,4,40078056.53878191,2000000.0,-40000000.0,-1500000.0
682,113,5,22392868.88063841,-1200000.0,-10000000.0,20000000.0
683,113,6,25722357.27011073,800000.0,-25000000.0,6000000.0
684,114,1,30103947.95797772,15000000.0,-25000000.0,-7500000.0
685,114,2,25318054.01835284,-20000000.0,4000000.0,15000000.0
686,114,3,17029319.90029151,8000000.0,15000000.0,-1000000.0
687,114,4,40078055.191870436,2000000.0,-40000000.0,-1500000.0
688,114,5,22392873.453849718,-1200000.0,-10000000.0,20000000.0
689,114,6,25722380.528238416,800000.0,-25000000.0,6000000.0
690,115,1,30103944.11611588,15000000.0,-25000000.0,-7500000.0
691,115,2,25318057.58263265,-20000000.0,4000000.0,15000000.0
692,115,3,17029327.391728997,8000000.0,15000000.0,-1000000.0
693,115,4,40078043.53801692,2000000.0,-40000000.0,-1500000.0
694,115,5,22392867.51120979,-1200000.0,-10000000.0,20000000.0
695,115,6,25722389.922432363,800000.0,-25000000.0,6000000.0
696,116,1,30103947.421908487,15000000.0,-25000000.0,-7500000.0
697,116,2,25318054.121260263,-20000000.0,4000000.0,15000000.0
698,116,3,17029331.37612061,8000000.0,15000000.0,-1000000.0
699,116,4,40078069.4527607,2000000.0,-40000000.0,-1500000.0
700,116,5,22392876.640171852,-1200000.0,-10000000.0,20000000.0
701,116,6,25722391.38909848,800000.0,-25000000.0,6000000.0
702,117,1,30103960.85418645,15000000.0,-25000000.0,-7500000.0
703,117,2,25318031.726823326,-20000000.0,4000000.0,15000000.0
704,117,3,17029335.7627142,8000000.0,15000000.0,-1000000.0
705,117,4,40078062.36175569,2000000.0,-40000000.0,-1500000.0
706,117,5,22392879.57120579,-1200000.0,-10000000.0,20000000.0
707,117,6,25722377.749853577,800000.0,-25000000.0,6000000.0
708,118,1,30103957.542818945,15000000.0,-25000000.0,-7500000.0
709,118,2,25318069.745565616,-20000000.0,4000000.0,15000000.0
710,118,3,17029332.462665733,8000000.0,15000000.0,-1000000.0
711,118,4,40078052.93100772,2000000.0,-40000000.0,-1500000.0
712,118,5,22392862.995428953,-1200000.0,-10000000.0,20000000.0
713,118,6,25722384.753226332,800000.0,-25000000.0,6000000.0
714,119,1,30103957.34025815,15000000.0,-25000000.0,-7500000.0
715,119,2,25318062.179470833,-20000000.0,4000000.0,15000000.0
716,119,3,17029315.670377724,8000000.0,15000000.0,-1000000.0
717,119,4,40078066.792769015,2000000.0,-40000000.0,-1500000.0
718,119,5,22392868.59230543,-1200000.0,-10000000.0,20000000.0
719,119,6,25722381.55111607,800000.0,-25000000.0,6000000.0
720,120,1,30103951.052355386,15000000.0,-25000000.0,-7500000.0
721,120,2,25318045.294682637,-20000000.0,4000000.0,15000000.0
722,120,3,17029308.576310355,8000000.0,15000000.0,-1000000.0
723,120,4,40078068.71972274,2000000.0,-40000000.0,-1500000.0
724,120,5,22392858.105991792,-1200000.0,-10000000.0,20000000.0
725,120,6,25722383.88867962,800000.0,-25000000.0,6000000.0
726,121,1,30103943.717579655,15000000.0,-25000000.0,-7500000.0
727,121,2,25318065.72902213,-20000000.0,4000000.0,15000000.0
728,121,3,17029322.922484513,8000000.0,15000000.0,-1000000.0
729,121,4,40078053.86133876,2000000.0,-40000000.0,-1500000.0
730,121,5,22392877.99273863,-1200000.0,-10000000.0,20000000.0
731,121,6,25722361.99407342,800000.0,-25000000.0,6000000.0
732,122,1,30103954.684970237,15000000.0,-25000000.0,-7500000.0
733,122,2,25318064.47990609,-20000000.0,4000000.0,15000000.0
734,122,3,17029330.36256135,8000000.0,15000000.0,-1000000.0
735,122,4,40078056.652375035,2000000.0,-40000000.0,-1500000.0
736,122,5,22392877.67059315,-1200000.0,-10000000.0,20000000.0
737,122,6,25722373.50622469,800000.0,-25000000.0,6000000.0
738,123,1,30103976.846261155,15000000.0,-25000000.0,-7500000.0
739,123,2,25318055.364575103,-20000000.0,4000000.0,15000000.0
740,123,3,17029313.86137217,8000000.0,15000000.0,-1000000.0
741,123,4,40078052.84019872,2000000.0,-40000000.0,-1500000.0
742,123,5,22392866.906812754,-1200000.0,-10000000.0,20000000.0
743,123,6,25722378.907971986,800000.0,-25000000.0,6000000.0
744,124,1,30103954.434388656,15000000.0,-25000000.0,-7500000.0
745,124,2,25318051.26138202,-20000000.0,4000000.0,15000000.0
746,124,3,17029303.92172852,8000000.0,15000000.0,-1000000.0
747,124,4,40078075.54478745,2000000.0,-40000000.0,-1500000.0
748,124,5,22392864.824150395,-1200000.0,-10000000.0,20000000.0
749,124,6,25722378.04176062,800000.0,-25000000.0,6000000.0
750,125,1,30103968.60139512,15000000.0,-25000000.0,-7500000.0
751,125,2,25318050.671031293,-20000000.0,4000000.0,15000000.0
752,125,3,17029322.583946273,8000000.0,15000000.0,-1000000.0
753,125,4,40078074.48149927,2000000.0,-40000000.0,-1500000.0
754,125,5,22392867.67685905,-1200000.0,-10000000.0,20000000.0
755,125,6,25722383.89738421,800000.0,-25000000.0,6000000.0
756,126,1,30103945.107274327,15000000.0,-25000000.0,-7500000.0
757,126,2,25318065.978090834,-20000000.0,4000000.0,15000000.0
758,126,3,17029308.175733753,8000000.0,15000000.0,-1000000.0
759,126,4,40078071.622431755,2000000.0,-40000000.0,-1500000.0
760,126,5,22392884.547420554,-1200000.0,-10000000.0,20000000.0
761,126,6,25722387.483722344,800000.0,-25000000.0,6000000.0
762,127,1,30103972.09961452,15000000.0,-25000000.0,-7500000.0
763,127,2,25318046.626373425,-20000000.0,4000000.0,15000000.0
764,127,3,17029314.763444584,8000000.0,15000000.0,-1000000.0
765,127,4,40078064.209816985,2000000.0,-40000000.0,-1500000.0
766,127,5,22392876.284602214,-1200000.0,-10000000.0,20000000.0
767,127,6,25722391.67505744,800000.0,-25000000.0,6000000.0
768,128,1,30103956.01960719,15000000.0,-25000000.0,-7500000.0
769,128,2,25318059.45326212,-20000000.0,4000000.0,15000000.0
770,128,3,17029314.65689249,8000000.0,15000000.0,-1000000.0
771,128,4,40078085.17324426,2000000.0,-40000000.0,-1500000.0
772,128,5,22392871.01226114,-1200000.0,-10000000.0,20000000.0
773,128,6,25722407.72625918,800000.0,-25000000.0,6000000.0
774,129,1,30103955.89375202,15000000.0,-25000000.0,-7500000.0
775,129,2,25318057.14506255,-20000000.0,4000000.0,15000000.0
776,129,3,17029309.136632375,8000000.0,15000000.0,-1000000.0
777,129,4,40078072.446257986,2000000.0,-40000000.0,-1500000.0
778,129,5,22392878.364228405,-1200000.0,-10000000.0,20000000.0
779,129,6,25722386.89179586,800000.0,-25000000.0,6000000.0
780,130,1,30103955.89665977,15000000.0,-25000000.0,-7500000.0
781,130,2,25318039.94653672,-20000000.0,4000000.0,15000000.0
782,130,3,17029309.661630586,8000000.0,15000000.0,-1000000.0
783,130,4,40078084.2982727,2000000.0,-40000000.0,-1500000.0
784,130,5,22392866.326539505,-1200000.0,-10000000.0,20000000.0
785,130,6,25722384.604673054,800000.0,-25000000.0,6000000.0
786,131,1,30103957.539687738,15000000.0,-25000000.0,-7500000.0
787,131,2,25318057.97298583,-20000000.0,4000000.0,15000000.0
788,131,3,17029308.98234908,8000000.0,15000000.0,-1000000.0
789,131,4,40078077.32461821,2000000.0,-40000000.0,-1500000.0
790,131,5,22392872.772676986,-1200000.0,-10000000.0,20000000.0
791,131,6,25722383.287012458,800000.0,-25000000.0,6000000.0
792,132,1,30103963.048245948,15000000.0,-25000000.0,-7500000.0
793,132,2,25318052.945274092,-20000000.0,4000000.0,15000000.0
794,132,3,17029311.164937258,8000000.0,15000000.0,-1000000.0
795,132,4,40078076.88844937,2000000.0,-40000000.0,-1500000.0
796,132,5,22392883.568497647,-1200000.0,-10000000.0,20000000.0
797,132,6,25722393.418516923,800000.0,-25000000.0,6000000.0
798,133,1,30103961.841734752,15000000.0,-25000000.0,-7500000.0
799,133,2,25318072.236358535,-20000000.0,4000000.0,15000000.0
800,133,3,17029310.247722454,8000000.0,15000000.0,-1000000.0
801,133,4,40078067.69767516,2000000.0,-40000000.0,-1500000.0
802,133,5,22392866.80057375,-1200000.0,-10000000.0,20000000.0
803,133,6,25722380.913261928,800000.0,-25000000.0,6000000.0
804,134,1,30103972.639445186,15000000.0,-25000000.0,-7500000.0
805,134,2,25318064.34045082,-20000000.0,4000000.0,15000000.0
806,134,3,17029317.666193515,8000000.0,15000000.0,-1000000.0
807,134,4,40078071.976418935,2000000.0,-40000000.0,-1500000.0
808,134,5,22392873.6327051,-1200000.0,-10000000.0,20000000.0
809,134,6,25722403.659293815,800000.0,-25000000.0,6000000.0
810,135,1,30103960.20272638,15000000.0,-25000000.0,-7500000.0
811,135,2,25318046.643554837,-20000000.0,4000000.0,15000000.0
812,135,3,17029307.732109442,8000000.0,15000000.0,-1000000.0
813,135,4,40078079.58532575,2000000.0,-40000000.0,-1500000.0
814,135,5,22392873.124712303,-1200000.0,-10000000.0,20000000.0
815,135,6,25722406.948083814,800000.0,-25000000.0,6000000.0
816,136,1,30103967.601720188,15000000.0,-25000000.0,-7500000.0
817,136,2,25318044.75203482,-20000000.0,4000000.0,15000000.0
818,136,3,17029305.31642532,8000000.0,15000000.0,-1000000.0
819,136,4,40078079.4489204,2000000.0,-40000000.0,-1500000.0
820,136,5,22392886.343513243,-1200000.0,-10000000.0,20000000.0
821,136,6,25722385.066678625,800000.0,-25000000.0,6000000.0
822,137,1,30103973.954431754,15000000.0,-25000000.0,-7500000.0
823,137,2,25318047.218182985,-20000000.0,4000000.0,15000000.0
824,137,3,17029327.64689347,8000000.0,15000000.0,-1000000.0
825,137,4,40078078.65458744,2000000.0,-40000000.0,-1500000.0
826,137,5,22392891.89160064,-1200000.0,-10000000.0,20000000.0
827,137,6,25722396.004699036,800000.0,-25000000.0,6000000.0
828,138,1,30103964.76704596,15000000.0,-25000000.0,-7500000.0
829,138,2,25318050.057057038,-20000000.0,4000000.0,15000000.0
830,138,3,17029311.029027633,8000000.0,15000000.0,-1000000.0
831,138,4,40078067.97767714,2000000.0,-40000000.0,-1500000.0
832,138,5,22392884.690791983,-1200000.0,-10000000.0,20000000.0
833,138,6,25722397.484157566,800000.0,-25000000.0,6000000.0
834,139,1,30103952.6821536,15000000.0,-25000000.0,-7500000.0
